State,Rate,Year
Oklahoma,1563.6,1989
Oklahoma,1447.5,1990
Oklahoma,1478.2,1991
Oklahoma,1359.8,1992
Oklahoma,1235,1993
Oklahoma,1251.2,1994
Oklahoma,1271.9,1995
Oklahoma,1255.6,1996
Oklahoma,1206.4,1997
Oklahoma,1143.4,1998
Oklahoma,1026.5,1999
Oklahoma,917.5,2000
Oklahoma,996.5,2001
Oklahoma,1007.9,2002
Oklahoma,993.8,2003
Oklahoma,1000.2,2004
Oklahoma,1007.3,2005
Oklahoma,962.1,2006
Oklahoma,950.1,2007
Oklahoma,967.7,2008
Oklahoma,1032.6,2009
Oklahoma,1006.5,2010
Oklahoma,963.5,2011
Oklahoma,945.9,2012
Oklahoma,869.7,2013
Oklahoma,760.9,2014
Oregon,1823.3,1984
Oregon,1886.5,1985
Oregon,1966.7,1986
Oregon,1782.7,1987
Oregon,1764.1,1988
Oregon,1425.4,1989
Oregon,1135.4,1990
Oregon,1176,1991
Oregon,1106.7,1992
Oregon,1024.8,1993
Oregon,1100.8,1994
Oregon,1102.8,1995
Oregon,988.3,1996
Oregon,1033.2,1997
Oregon,927.5,1998
Oregon,806.6,1999
Oregon,748.8,2000
Oregon,767.2,2001
Oregon,729.9,2002
Oregon,801.3,2003
Oregon,837.3,2004
Oregon,759.1,2005
Oregon,657.3,2006
Oregon,613.2,2007
Oregon,557.1,2008
Oregon,516,2009
Oregon,522,2010
Oregon,535.2,2011
Oregon,565.4,2012
Oregon,529.7,2013
Oregon,434,2014
Pennsylvania,743.8,1984
Pennsylvania,737.5,1985
Pennsylvania,734.8,1986
Pennsylvania,722,1987
Pennsylvania,696.7,1988
Pennsylvania,713.7,1989
Pennsylvania,729.1,1990
Pennsylvania,719.6,1991
Pennsylvania,631.5,1992
Pennsylvania,582,1993
Pennsylvania,551.5,1994
Pennsylvania,561.8,1995
Pennsylvania,591.9,1996
Pennsylvania,567.5,1997
Pennsylvania,531.4,1998
Pennsylvania,467.2,1999
Pennsylvania,440.4,2000
Pennsylvania,441.7,2001
Pennsylvania,451.1,2002
Pennsylvania,435.9,2003
Pennsylvania,439.3,2004
Pennsylvania,452.5,2005
Pennsylvania,464.1,2006
Pennsylvania,451.2,2007
Pennsylvania,471.4,2008
Pennsylvania,434.5,2009
Pennsylvania,434.1,2010
Pennsylvania,454.9,2011
Pennsylvania,446.9,2012
Pennsylvania,406.8,2013
Pennsylvania,357.5,2014
Rhode Island,1184.6,1984
Rhode Island,1232.3,1985
Rhode Island,1293.9,1986
Rhode Island,1441,1987
Rhode Island,1261.3,1988
Rhode Island,1206.9,1989
Rhode Island,1271.1,1990
Rhode Island,1127.5,1991
Rhode Island,1047.7,1992
Rhode Island,1040.9,1993
Rhode Island,912.8,1994
Rhode Island,932.7,1995
Rhode Island,821.7,1996
Rhode Island,717.6,1997
Rhode Island,653,1998
Rhode Island,640,1999
Rhode Island,631.5,2000
Rhode Island,644,2001
Rhode Island,600.5,2002
Rhode Island,513.3,2003
Rhode Island,506.1,2004
Rhode Island,495.4,2005
Rhode Island,510.8,2006
Rhode Island,492.1,2007
Rhode Island,548.7,2008
Rhode Island,546.2,2009
Rhode Island,581.8,2010
Rhode Island,650.6,2011
Rhode Island,564.5,2012
Rhode Island,533.6,2013
Rhode Island,457.1,2014
South Carolina,1231.7,1984
South Carolina,1253.5,1985
South Carolina,1340.3,1986
South Carolina,1358,1987
South Carolina,1416.2,1988
South Carolina,1392.8,1989
South Carolina,1380.4,1990
South Carolina,1454.9,1991
South Carolina,1378.5,1992
South Carolina,1309.2,1993
South Carolina,1274,1994
South Carolina,1254.6,1995
South Carolina,1283.8,1996
South Carolina,1232,1997
South Carolina,1162.7,1998
South Carolina,1019.9,1999
South Carolina,969.3,2000
South Carolina,1049,2001
South Carolina,1066,2002
South Carolina,1060.4,2003
South Carolina,1041.9,2004
South Carolina,1006.4,2005
South Carolina,994,2006
South Carolina,1030,2007
South Carolina,1026,2008
South Carolina,996.3,2009
South Carolina,997.6,2010
South Carolina,1013.2,2011
South Carolina,957.4,2012
South Carolina,857.7,2013
South Carolina,759.9,2014
South Dakota,499.9,1984
South Dakota,546.2,1985
South Dakota,553.5,1986
South Dakota,534.1,1987
South Dakota,517.9,1988
South Dakota,474.7,1989
South Dakota,527.4,1990
South Dakota,589.8,1991
South Dakota,541.4,1992
South Dakota,549.2,1993
South Dakota,546.2,1994
South Dakota,540.7,1995
South Dakota,557,1996
South Dakota,553.9,1997
South Dakota,468.6,1998
South Dakota,444,1999
South Dakota,383.7,2000
South Dakota,407.1,2001
South Dakota,399,2002
South Dakota,376.3,2003
South Dakota,408.5,2004
South Dakota,323.3,2005
South Dakota,386.7,2006
South Dakota,332.4,2007
South Dakota,333.6,2008
South Dakota,322.6,2009
South Dakota,390.9,2010
South Dakota,355.4,2011
South Dakota,393.3,2012
South Dakota,400.1,2013
South Dakota,330.3,2014
Tennessee,1123.6,1984
Tennessee,1166.8,1985
Tennessee,1325.2,1986
Tennessee,1351.8,1987
Tennessee,1237.9,1988
Tennessee,1206.9,1989
Tennessee,1264,1990
Tennessee,1365,1991
Tennessee,1267.2,1992
Tennessee,1182.6,1993
Tennessee,1141.6,1994
Tennessee,1143.2,1995
Tennessee,1163.5,1996
Tennessee,1171.7,1997
Tennessee,1075.9,1998
Tennessee,936.7,1999
Tennessee,990.4,2000
Tennessee,1038.5,2001
Tennessee,1057.9,2002
Tennessee,1083.3,2003
Tennessee,1024.7,2004
Tennessee,1032.8,2005
Tennessee,1043.7,2006
Tennessee,1004.1,2007
Tennessee,1047.4,2008
Tennessee,1013.8,2009
Tennessee,1011.3,2010
Tennessee,981.8,2011
Tennessee,871.1,2012
Tennessee,790.1,2013
Tennessee,712.2,2014
Texas,1664.1,1984
Texas,1770.5,1985
Texas,2048.6,1986
Texas,2118,1987
Texas,2157.2,1988
Texas,2014.9,1989
Texas,1851.5,1990
Texas,1802.4,1991
Texas,1523.2,1992
Texas,1297.3,1993
Texas,1168.2,1994
Texas,1082.3,1995
Texas,1068.5,1996
Texas,1034.3,1997
Texas,986.3,1998
Texas,949.7,1999
Texas,906.3,2000
Texas,956.3,2001
Texas,978.1,2002
Texas,994.8,2003
Texas,979.5,2004
Texas,958.8,2005
Texas,917.6,2006
Texas,955.1,2007
Texas,945.6,2008
Texas,968.7,2009
Texas,905.2,2010
Texas,841.7,2011
Texas,786.6,2012
Texas,720.8,2013
Texas,627.8,2014
Utah,858.1,1984
Utah,942.9,1985
Utah,914.9,1986
Utah,950.9,1987
Utah,881,1988
Utah,897,1989
Utah,880.6,1990
Utah,840.2,1991
Utah,885,1992
Utah,790.8,1993
Utah,790.8,1994
Utah,800.8,1995
Utah,848.3,1996
Utah,890.5,1997
Utah,694.9,1998
Utah,685.1,1999
Utah,642.5,2000
Utah,605.8,2001
Utah,652.2,2002
Utah,721.1,2003
Utah,628.9,2004
Utah,601.2,2005
Utah,577.3,2006
Utah,589.5,2007
Utah,539.6,2008
Utah,547.9,2009
Utah,543.9,2010
Utah,468,2011
Utah,458.7,2012
Utah,472.9,2013
Utah,391.4,2014
Vermont,1016.4,1984
Vermont,973.8,1985
Vermont,949.2,1986
Vermont,1110.4,1987
Vermont,1096.8,1988
Vermont,1029.1,1989
Vermont,1087.3,1990
Vermont,1020.1,1991
Vermont,825.6,1992
Vermont,874.3,1993
Vermont,736.9,1994
Vermont,760.9,1995
Vermont,673,1996
Vermont,613.1,1997
Vermont,671.1,1998
Vermont,595.7,1999
Vermont,575,2000
Vermont,513.9,2001
Vermont,566,2002
Vermont,487.1,2003
Vermont,552.9,2004
Vermont,511.7,2005
Vermont,551.8,2006
Vermont,515.1,2007
Vermont,565.8,2008
Vermont,558.3,2009
Vermont,534.9,2010
Vermont,612.5,2011
Vermont,667.6,2012
Vermont,534.7,2013
Vermont,324.6,2014
Virginia,841.7,1984
Virginia,785.1,1985
Virginia,812.5,1986
Virginia,806.9,1987
Virginia,818.4,1988
Virginia,756.9,1989
Virginia,731.1,1990
Virginia,783.1,1991
Virginia,709.1,1992
Virginia,667.7,1993
Virginia,638.8,1994
Virginia,595.2,1995
Virginia,588.1,1996
Virginia,571.4,1997
Virginia,560.9,1998
Virginia,471.6,1999
Virginia,429.9,2000
Virginia,439.1,2001
Virginia,435.8,2002
Virginia,395.2,2003
Virginia,384.4,2004
Virginia,394.3,2005
Virginia,420.9,2006
Virginia,415.3,2007
Virginia,414.3,2008
Virginia,405.4,2009
Virginia,383.9,2010
Virginia,378.3,2011
Virginia,362.2,2012
Virginia,323,2013
Virginia,277.7,2014
Washington,1702,1984
Washington,1811.3,1985
Washington,1861.5,1986
Washington,1904.5,1987
Washington,1855.6,1988
Washington,1545.1,1989
Washington,1262.9,1990
Washington,1235.5,1991
Washington,1121.7,1992
Washington,1067.2,1993
Washington,1044.2,1994
Washington,1091.2,1995
Washington,1057.5,1996
Washington,1106.3,1997
Washington,1062.5,1998
Washington,949.4,1999
Washington,907.3,2000
Washington,884.7,2001
Washington,905.7,2002
Washington,950.4,2003
Washington,976.8,2004
Washington,959.1,2005
Washington,920,2006
Washington,817.4,2007
Washington,811.3,2008
Washington,796,2009
Washington,818.5,2010
Washington,828.9,2011
Washington,890.1,2012
Washington,838.7,2013
Washington,783,2014
West Virginia,648,1984
West Virginia,618.4,1985
West Virginia,625.3,1986
West Virginia,603.6,1987
West Virginia,610.9,1988
West Virginia,626.5,1989
West Virginia,657.1,1990
West Virginia,666.8,1991
West Virginia,622.9,1992
West Virginia,599.1,1993
West Virginia,585.8,1994
West Virginia,565,1995
West Virginia,546.5,1996
West Virginia,586.3,1997
West Virginia,613.5,1998
West Virginia,570.2,1999
West Virginia,546.9,2000
West Virginia,533.1,2001
West Virginia,536.2,2002
West Virginia,579.5,2003
West Virginia,606.5,2004
West Virginia,624.8,2005
West Virginia,636.7,2006
West Virginia,597.2,2007
West Virginia,597.4,2008
West Virginia,659.7,2009
West Virginia,581.2,2010
West Virginia,552.3,2011
West Virginia,617.6,2012
West Virginia,534.5,2013
West Virginia,484.9,2014
Wisconsin,834.1,1984
Wisconsin,795.5,1985
Wisconsin,782.9,1986
Wisconsin,842.6,1987
Wisconsin,729.2,1988
Wisconsin,733.2,1989
Wisconsin,751.4,1990
Wisconsin,751.6,1991
Wisconsin,691.9,1992
Wisconsin,663,1993
Wisconsin,645.9,1994
Wisconsin,613.2,1995
Wisconsin,588.3,1996
Wisconsin,570.7,1997
Wisconsin,569.3,1998
Wisconsin,488.2,1999
Wisconsin,469.5,2000
Wisconsin,498.1,2001
Wisconsin,513.4,2002
Wisconsin,484.9,2003
Wisconsin,433.4,2004
Wisconsin,442.3,2005
Wisconsin,486.6,2006
Wisconsin,497.9,2007
Wisconsin,487.9,2008
Wisconsin,474.2,2009
Wisconsin,468,2010
Wisconsin,475.8,2011
Wisconsin,487.9,2012
Wisconsin,424.1,2013
Wisconsin,368.5,2014
Wyoming,641.7,1984
Wyoming,690.6,1985
Wyoming,817.4,1986
Wyoming,717.6,1987
Wyoming,658.8,1988
Wyoming,631.8,1989
Wyoming,631,1990
Wyoming,692.2,1991
Wyoming,671,1992
Wyoming,643.2,1993
Wyoming,650.6,1994
Wyoming,612.1,1995
Wyoming,662,1996
Wyoming,624.6,1997
Wyoming,560.5,1998
Wyoming,489.8,1999
Wyoming,420.8,2000
Wyoming,502.5,2001
Wyoming,490.7,2002
Wyoming,520,2003
Wyoming,541.2,2004
Wyoming,476.8,2005
Wyoming,450.9,2006
Wyoming,452.3,2007
Wyoming,412.6,2008
Wyoming,399.8,2009
Wyoming,381,2010
Wyoming,328.5,2011
Wyoming,368.5,2012
Wyoming,335.4,2013
Wyoming,289.1,2014
